Date,Rating,Title,Country,Review,Seat Type,Aircraft Type,Seat Layout,Date Flown,Type Of Traveller,Sleep Comfort,Sitting Comfort,Seat/bed Width,Seat/bed Length,Seat Privacy,Power Supply,Seat Storage,Recommended,Seat Legroom,Seat Recline,Seat Width,Aisle Space,Viewing Tv Screen,author_id
2015-01-27,1,British Airways customer review,United Kingdom,Flew from LHR to BKK return with British Airways. Do this trip regularly with Thai and I will be going with them on my next trip. I only used BA as they were offering relatively cheap flights on offer but this turned out to be a major faux pas. BA were frankly awful and I wouldn't consider flying with them again.,Economy Class,BOEING 747-400,2x3x2,,,,,,,,,,no,1.0,1.0,1.0,1.0,2.0,126
2015-01-27,1,British Airways customer review,Italy,Terrible seat configuration on BA A380 economy upper deck. Seat space is cramped and arm rest can't be fully up. It hanged at an angle which is dangerous and inconvenience when u are travelling with a child.,Economy Class,AIRBUS A380,2x4x2,,,,,,,,,,no,1.0,1.0,2.0,1.0,3.0,127
2015-01-27,1,British Airways customer review,United Kingdom,LHR-ORD-LHR I was pleased to see that the return flight was on a new 777 with larger monitors. I had a window seat 41K on BA296. However this was the most uncomfortable flight I have ever been on. I am 6' tall. I had absolutely no legroom with my knees pressing into the seat in front. This became even more uncomfortable once the passenger in front reclined their seat. I could not move my legs due the large entertainment system metal box on the floor immediately in front of where my right foot should rest forcing me to shift my foot far to the right. It was almost impossible to get up from my seat and get to the aisle with the seats in front reclined. I could not open my laptop on the table. I am a medical doctor. This cramped uncomfortable posture and difficulty in getting up to walk must considerably increase my risk of deep vein thrombosis and pulmonary embolism. This was more cramped than any budget airline I have been on. Having been a loyal BA customer for decades I will now never fly with BA again. Really disappointing.,Economy Class,BOEING 777,3x4x3,,,,,,,,,,no,1.0,1.0,1.0,1.0,1.0,128
2015-01-27,3,British Airways customer review,United Kingdom,Dubai to LHR I have never had such uncomfortable seats bar the likes of Easyjet etc. It was a shame as it was an upgraded cabin so had new IFE etc only good thing! No seat padding they also seem to have narrower seats than the old style. But what really bugs me is that we have to use the same loos as the 200+ people behind me nothing personal but it's yucky. I couldn't eat either meal choice so got stitched with an economy meal. Miserable Staff as well.,Premium Economy,BOEING 777-300,2x4x2,,,,,,,,,,no,3.0,5.0,3.0,3.0,2.0,129
2015-01-27,9,British Airways customer review,United Kingdom,The economy class seats at rear of B777-300 are very comfortable with good stretch of legs possible and good lumber support. I like the winglet headrest too.,Economy Class,BOEING 777-300,3x4x3,,,,,,,,,,yes,5.0,4.0,4.0,4.0,4.0,130
2015-01-27,2,British Airways customer review,United Kingdom,The legroom is equivalent to a cheap charter short haul. The TV screen is ancient and poor quality . never again! Behind me was a tall man with his knees in my back who simply had no where else to put them. When I discussed it with him it was almost an air rage incident. I doubt the staff would have resolved it. He simply did not fit the seat. The flight from LHR to MIA was an hour extra sitting on the ground due to a cargo mess up.,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,no,1.0,2.0,2.0,2.0,1.0,131
2015-01-27,8,British Airways customer review,Italy,The plane is new and the seat is comfortable even there is not enough legroom and in the configuration 3x3x3 the window seats are really difficult to reach. The entertainment system is great and the way the screens are built makes what you're watching not visible to the other passenger.,Economy Class,BOEING 787,3x3x3,,,,,,,,,,yes,1.0,3.0,4.0,1.0,5.0,132
2015-01-27,7,British Airways customer review,United Kingdom,Seats 12A & 12B are the best seats in the cabin then 11J & 11K as they are bulkhead seats and you have the benefit of nobody reclining a seat in front of you both sets of seats give more legroom but 12AB give the most 12A and 11K are infant bassinet positions so these are not usually available to reserve until 24 hours before departure unless you are travelling with an infant. The AB side of the aircraft are served first for everything so you have a better chance of getting the meal of your choice on that side of the aircraft rather than the JK side. All seats are much much better than normal economy and definitely worth paying the extra for the premium ecnomy (world travelller plus as BA call it) especially if you can get seats in the pairs of AB/JK rather than the 4 in the middle. Window seats can be difficult to get out of when the person next to you in the aisle seat is in a reclined position and asleep.,Premium Economy,BOEING 747-400,2x4x2,,,,,,,,,,yes,5.0,4.0,4.0,3.0,3.0,133
2014-11-19,3,British Airways customer review,United Kingdom,31C very cramped the seats feel smaller than other aircraft in the fleet in Economy. Once I had put my books and newspaper in the pocket in the seat in front my knees were right up against it. The table is very small. The biggest gripe I would have is legroom this is severely hampered by the In Flight entertainment box being placed under the seat in front.,Economy Class,BOEING 787,3x3x3,,,,,,,,,,no,1.0,3.0,2.0,5.0,2.0,134
2014-11-19,1,British Airways customer review,United Kingdom,As I am now retired I fly long haul at least three trips a year. I also upgrade to premium economy as at 6foot 2 inches the seat pitch of 31 inches is crippling. On 1/10/2014 I flew BA 274 from Las Vegas to LHR BA premium economy the aircraft was old and tired and although the pitch was adequate I was budged up beside my next door passenger. Needless to say I will not be flying BA again as I object to paying thousands for business. Why do the various Far East Airlines give so much more for your money.,Premium Economy,BOEING 747-400,2x4x2,,,,,,,,,,no,1.0,1.0,1.0,2.0,2.0,135
2014-10-27,9,British Airways customer review,United Kingdom,Gatwick to Tampa in premium economy a plane which had new premium economy. The seats were comfortable good leg room (I'm 6ft) and good recline. Cabin crew were great and friendly.,Premium Economy,BOEING 777-200,2x4x2,,,,,,,,,,yes,5.0,4.0,5.0,4.0,5.0,136
2014-10-27,4,British Airways customer review,United Kingdom,SFO-LHR in 28J in the old iteration of World Traveller Plus. These seats are really uncompetitive when compared to the new WTP seats on BA's A380s and some 777s and Virgin Atlantic's Premium Economy seats. While I was happy with legroom and access to aisles the seats are hard cramped and rather uncomfortable. BA have no plans to upgrade this cabin as they slowly retire their large 747 fleet. This is a pity because I will actively avoid routes this seat this seat is featured on giving my business to Virgin Cathay or EVA's superior Premium Economy products or alternative BA flights on newer aircraft with the new seats when available.,Economy Class,BOEING 747-400,2x4x2,,,,,,,,,,no,5.0,2.0,2.0,5.0,3.0,137
2014-10-27,7,British Airways customer review,United States,"We were in WT+ seats 23 A and B from LHR to SEA. On this 777-300 we had the ""new"" World Traveler Plus seats. The seats are a step up from the shabby WT+ seats on the 747-400 we had on our outbound flight. The seats were ""slimline"" with very little seat padding and poor lumbar support. Probably the best feature of the new WT+ seat is the larger AVOD monitor built into the back of the seat in front. The new AVOD system is far superior especially the moving map function. There is a foot rest that drops down from the seat in front; it's nice but doesn't add much to the experience. Lavs (just two of them one on each aisle) are located just aft of the WT+ cabin and are shared with the main WT cabin; otherwise you have to hike back to the very rear to make use of the lavs there. Like other BA long-haul aircraft the 777-300 does not have passenger air vents above the seats in WT or WT+. Because the cabin temperature is kept at near-sauna levels the lack of vents can make the trip very very uncomfortable. Perhaps the biggest shortcoming is that leg-room is restricted by two metal equipment boxes under the seats in front. The boxes restricted the ability to stretch legs and effectively prevented storing any carry-ons under the seat in front. While the new WT+ has its short-comings it is still far superior to anything offered by US carriers as a premium economy product. For us the positives were worth the cost belong regular WT and in any event the cost of WT+ was far less than what we would have paid for Club World.",Premium Economy,BOEING 777-300ER,2x4x2,,,,,,,,,,yes,3.0,4.0,3.0,4.0,5.0,138
2014-10-27,6,British Airways customer review,United States,"We flew SEA-LHR on an aging 747-400 in World Traveler Plus seats 29 J and K near the 3R door. BA boards WT+ dead last. The seats were the old WT+ and showed their age in all respects (worn dirty etc); the AVOD monitor for seat 29J was so badly scratched and smeared that it was difficult to watch anything. The cabin was unbearably warm; be aware that BA's long-haul fleet evidently do not have seat air vents - so no way to keep cool. Seat 29K has no seat in front of it which makes leg room excellent and also allows for easy access to and from the seat to the aisle and area around the exit door. Seat width is poor and the seat has function buttons (and AVOD controls) on the inside of the arm rest making access and use very difficult. While it's true that the cost of WT+ is far less than the cost of Club World there is a big difference in seat comfort and the ability to get any real rest/sleep. On the other hand WT+ is far superior to what US airlines offer as their premium economy product (e.g. Delta ""economy comfort"" on its 767-300 on the same SEA to LHR route).",Premium Economy,BOEING 747-400,2x4x2,,,,,,,,,,yes,4.0,4.0,3.0,5.0,2.0,138
2014-10-27,1,British Airways customer review,United Kingdom,This had to be the most uncomfortable flight in the world we flew American airlines LHR-MIA 777-300er and the seats were comfy and the flight entertainment worked. On the way back we flew BA from MIA-LHR and it was really bad I do not recommend sitting in row 33-36 as the leg room is reduced and the seats are uncomfortable I had a headphone set that didn't work and a box under the seat in front of me so I didn't have any leg room for my left foot now me being 6ft something and as a 15 year old teenager who likes a bit of leg room found it difficult to find some. I had flown from PLS-MIA before that flight to LHR but couldn't get any sleep because of the most uncomfortable chairs. I am willing to give BA another go but I might go premium economy or even club world. Not a good flight at all do not sit in seat 35G!,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,no,2.0,4.0,1.0,2.0,1.0,139
2014-10-27,4,British Airways customer review,United Kingdom,I am a seasoned business traveller and on long haul flights I tend to use Premium economy if available. Usually the extra cost is about £500 and I try to use points and money to further upgrade but that is usually a lottery and not often successful. I followed a similar procedure with a BA flight form LHR to JNB on an A380 and was in premium economy on the upper deck at the front bulkhead so leg room was not a problem but the seat itself was very disappointing compared to other BA flights I have been on in essence it was a an economy seat with more leg room and a worse than useless leg rest which did not come up far enough to support your legs comfortably. In addition BA are missing a trick as these 7 bulkhead seats could have a small food rest attached to the bulkhead so you could stretch your legs out completely. A further premium could be charged I am sure not dissimilar to the practise of many airlines. In future on this route I will save my money and fly economy as I did not see a £500 premium in the seat £300 tops. (I have just had a look at the BA web site and the same return flights as mine for next week has an £1800 premium utter madness),Premium Economy,AIRBUS A380,3x3x3,,,,,,,,,,no,3.0,2.0,2.0,3.0,4.0,140
2014-10-27,1,British Airways customer review,United States,We had a miserable experience flying directly from Phoenix to Heathrow and back. The seating was much more cramped than in the past with little leg room nowhere to rest elbows and inevitable physical contact with the person next to you. When the passenger in front of you reclines the seat you're even more cramped. There need to be some limits/rules about it. It's flight rage waiting to happen.,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,no,1.0,1.0,1.0,2.0,4.0,141
2014-10-27,1,British Airways customer review,United Kingdom,You can't get out of the seat into the aisle as the arm-rest doesn't move so you have to haul yourself out. the length of the seat is terrible I am short but it finished half way along the thigh. If the seat in front is reclined you have your screen literally touching your face the toilets are no better than a charter flight airline the staff are only interested in the business/higher classes. Overall a very bad experience.,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,no,1.0,1.0,1.0,1.0,2.0,142
2014-10-27,8,British Airways customer review,United States,You're paying for leg room. That's the only benefit. A tremendous benefit yes but it's still an airplane getting you from A to B long-haul. Presumably had same food as Club World (this was a three- class airplane) no preflight bubbly. Outbound flight overnight -- seemed like an airborne campground with litter everywhere. Homebound in daylight much neater. Pricey. Can't see me sitting in economy for ten hours over eleven hours back. Wedged in. Leg room is worth it.,Premium Economy,BOEING 777,2x4x2,,,,,,,,,,yes,5.0,4.0,4.0,4.0,2.0,143
2014-10-27,1,British Airways customer review,United Kingdom,More like nightmare than Dreamliner! Appalling leg room suitable for amputees only! Wider seat offered for $300 one way! Service and food good except for cake in cellophane for breakfast.,Economy Class,BOEING 787,3x3x3,,,,,,,,,,no,1.0,3.0,2.0,1.0,3.0,144
2014-10-27,3,British Airways customer review,Trinidad & Tobago,The seats were not very comfortable and you can feel the movement of the person sat behind you each time they retrieve/search for something in the seat pocket. The video screen were also very small and the resolution was low.,Economy Class,BOEING 777-200,3x4x3,,,,,,,,,,no,3.0,4.0,4.0,3.0,1.0,145
2014-08-02,3,British Airways customer review,United Kingdom,9 hour flight from Houston to Heathrow. Very uncomfortable. When seat in front is suddenly reclined you can get scalded if you have a hot drink on your table. Seats terribly narrow and obstructions in the way of your feet as well. Entertainment system is poor. All the music is American and the film choice is terrible. Difficult to get in and out of seat if not in an aisle seat. Will not be doing this length of journey again unless I can get a reasonably priced upgrade.,Economy Class,BOEING 777,3x3x3,,,,,,,,,,no,2.0,1.0,1.0,1.0,1.0,146
2014-08-02,9,British Airways customer review,United Kingdom,World traveller plus on a long haul flight to Abu Dhabi from UK and it was fantastic. The level of service from staff was excellent the seats were comfy with lots of leg room and width.,Premium Economy,BOEING 777,2x4x2,,,,,,,,,,yes,5.0,5.0,5.0,4.0,4.0,147
2014-07-25,6,British Airways customer review,South Africa,This was my first experience in World Traveler Plus. I have traveled coach and business previously. It is an improvement on coach in terms of legroom and seat comfort the cabin service is more personal and although the food and drink is the same it is served with cloth serviettes and steel cutlery. (How do they get steel knives through security?) The main benefit though is that there were lots of empty seats while coach on this flight from CPT to LHR was full. The biggest let-down is the tiny low-res TV screen. One factor in favour of coach is that the hand-rests fold back so that if you're lucky enough to be the sole passenger in a row of 3 or 4 you can lie across the seats and enjoy a business class standard lie-flat bed. The World Traveler plus armrests are fixed.,Premium Economy,BOEING 747-400,2x4x2,,,,,,,,,,yes,4.0,3.0,1.0,5.0,5.0,148
2014-07-25,4,British Airways customer review,United States,I flew over on the 740pm flight from PHX. The seats were very uncomfortable. The headrest was a bit odd and it didn't allow for a consort able sleep. My video screen volume was not right with only one speaker functioning and the volume was very low. It was also difficult to get the crews attention. I was a Very loyal fan go US AIR (y93k248) and am a silver member but thought I would give BA a try because of the non stop option from PHX to Heathrow. I probably will change back to USAIR.,Economy Class,BOEING 747-400,2x4x2,,,,,,,,,,no,3.0,3.0,3.0,2.0,2.0,149
2014-03-11,5,British Airways customer review,United Kingdom,Do not waste money upgrading from economy. I paid 2 x GBP300. The cabin is poorly thought out we were left begging for water as you are competing with 200+ Economy passengers for service toilets and snacks. The cabin was shabby seats in disrepair and video screens faulty - just as tired and knackered as the cabin crew who treated the Premium Economy passengers as an after thought. Example - the passageway going aft to the toilets was blocked by crew dealing with a sick economy passenger one cabin crew let PE passengers go forward into the Business class cabin for the toilet another actually shouted at PE passengers for doing the same. On the way back they ran out of meals and gave us the same meal as economy. Absolute waste of money - never felt so looked down upon by cabin crew.,Premium Economy,BOEING 777,2x4x2,,,,,,,,,,no,4.0,2.0,3.0,2.0,1.0,150
2014-03-11,1,British Airways customer review,United Kingdom,Nightmare overnight Jo'Burg to Heathrow. No room for elbows with next passenger. Passenger in front put seat back and complained that my husband knees were in his back! husband spent night walking plane as front passenger would not move his seat . Need to reduce amount of seat recline!,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,no,2.0,4.0,1.0,1.0,5.0,151
2014-03-03,8,British Airways customer review,United States,I injured my knee while in London so I decided to pay the extra £125 to upgrade from Economy to Premium Economy and it was so worth it. I will definitely upgrade from now on if the price is reasonable. I was fortunate to have the aisle seat on the 4 seat center row and the seat beside me was empty! There was so much more leg room that I was comfortably able to stretch me bad knee out. The seat felt a bit wider too. I believe the food was the same that's served in Economy which on BA is pretty tasty. The only difference was that they came around with a basket of warm rolls tastier than the freezing cold ones you usually get. At the beginning of the flight they gave out warm damp hand towels very refreshing. Only problem was the couple in front of me reclined their seats all the way back the minute that they sat down. The person's head was basically in my lap. Unbelievable rude. I had to ask the flight attendant to request that they raise their seat during meal service or I wouldn't have been able to eat. I wish the airlines wouldn't have seats that recline into the lap of the passenger behind them a little recline is okay but too far just doesn't work.,Premium Economy,BOEING 767,2x4x2,,,,,,,,,,yes,5.0,3.0,5.0,5.0,5.0,152
2014-03-03,4,British Airways customer review,Austria,All other seats apart from the last row (27) are fine in Euro Traveller class. I do not recommend row 27 at all. I will be cautious next time and select a row further forward. Not comfortable.,Economy Class,AIRBUS A320,3x3,,,,,,,,,,no,2.0,1.0,2.0,4.0,3.0,153
2014-01-24,8,British Airways customer review,United Kingdom,The seats that I had on the outward and return journey from London Heathrow to the Gulf were comfortable with good head support and good back support when the cushion was used. The audio/visual screen was OK and I found it easy to get some sleep. Big problem - the leg room is no better than a budget airline so when the person in front reclines their seat it is very tight and difficult to eat this was really annoying. at least budget airline seats don't recline.,Economy Class,BOEING 777,3x3x3,,,,,,,,,,yes,2.0,2.0,5.0,4.0,5.0,154
2014-01-17,2,British Airways customer review,United Kingdom,First time flying to and from Hong Kong In this aircraft and first time choosing World Traveller plus for some comfort. What a mistake on both counts. Seats shabby narrow hard and generally very uncomfortable. Not enough toilets to serve economy and economy plus on a 13 hour flight. Above seat lockers dropping open on take off lap tray falling apart. Absolutely the worst plane and long haul journey I have experienced. Do not waste money on World Traveller plus and preferably never choose a British Airways B777 for long haul travel.,Premium Economy,BOEING 777-200,2x4x2,,,,,,,,,,no,4.0,4.0,2.0,2.0,3.0,155
2014-01-17,2,British Airways customer review,United Kingdom,Traveled Heathrow to Orlando Premium Economy and it was very poor. Seat dirty Seat recline didn't work Food poor drink offered with food and then nothing for 6 hours. Exactly same on return.,Premium Economy,BOEING 777,2x4x2,,,,,,,,,,no,2.0,1.0,1.0,3.0,1.0,156
2014-01-13,3,British Airways customer review,Thailand,London to Bangkok. I was allocated a middle seat and could not change it when I checked in very early. The seat is a little wider and there is a little more legroom than in economy class but for an over night flight not really much more comfortable. The man in the aisle seat next to me put on his eye shields and the blanket over his head as soon as the plane took off. he ate no meals. It was with the greatest difficulty that I was able to get out of the seat to reach the aisle particularly when the seat in front was reclined in fact almost impossible. The TV screen is very small and in my case fell out of it's housing and despite efforts by the crew to hold it in place with sticky tape they were not successful. The food was good and better than ordinary economy. But I did not consider the extra money for the premium class seat well spent for a single traveller. It would be better for a party of two who could choose the seats at the side.,Premium Economy,BOEING 747-400,2x4x2,,,,,,,,,,no,3.0,2.0,3.0,1.0,1.0,157
2014-01-06,6,British Airways customer review,Australia,Seat: 33H (LHR-SIN). Right side of the plane first row in economy which is an aisle seat at the bulkhead so you have room to stretch out but creeps into the aisle. The width of these seats I found a problem the rest are wider which aren't bulkhead. I wanted an exit seat but there aren't any on the BA 747's. It was a cheap flight so wasn't too fussed. Headrests are great BUT they slide down a lot. The seats also have a lot of flex if someone behind leans on yours to get of the seat. TV's are good size but could be bigger.,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,yes,4.0,5.0,2.0,4.0,4.0,158
2014-01-06,1,British Airways customer review,United States,"I guess BA are not upgrading WT+ as they retire the 747 fleet. The WT+ cabin is worn shabby and awful - the seat cushioning - so old - it has no ""cushion"" left. On 3 out of 4 sectors on a recent trip - if you are not in Row 28 or 29 the main course menu choices (Club World meal) seemed to be unavailable. With my reservation despite entering Economy as cabin choice it defaulted to World Traveller Plus for more or less the same way. But as other travelers have noted this is NOT worth the extra money. And as for the crew - as tired and worn as the seats.",Premium Economy,BOEING 747-400,2x4x2,,,,,,,,,,no,3.0,3.0,2.0,4.0,1.0,159
2014-01-06,1,British Airways customer review,United States,JFK-LHR-JFK. Worst legroom I have ever experienced - never been an issue before in 20 years of flying with BA. Paid $75 per seat to have exit aisle seat on return flight. Cabin service was very good.,Economy Class,BOEING 777,3x3x3,,,,,,,,,,no,1.0,2.0,3.0,1.0,2.0,160
2013-10-24,3,British Airways customer review,United Kingdom,Horrible experience on a long haul flight almost claustrophobic. Very easy to physically come into contact with passengers seated next to you. Little room to stretch so the body starts to feel uncomfortable and awkward. Best to move out of the seat and walk to the back of the plane.,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,no,2.0,4.0,1.0,1.0,4.0,161
2013-10-11,5,British Airways customer review,United Kingdom,11 hour flight with British Airways. Told at gate that in flight entertainment not working in this seat. No alternative offered by staff. Not even an apology which is what rankles - acknowledging the problem would cost nothing. Appalling attitude by staff. I fly regularly in BA economy class but this kind of thing makes me think again.,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,no,5.0,5.0,3.0,3.0,1.0,162
2013-10-11,3,British Airways customer review,United Kingdom,My husband had no working PTV on the way out and was offered a free drink - that was free in any event. Thomson Airways premium economy is much better.,Premium Economy,BOEING 747-400,2x4x2,,,,,,,,,,no,3.0,1.0,2.0,1.0,1.0,163
2013-09-06,1,British Airways customer review,United Kingdom,Not much legroom and what was there had a metal box taking up loads of space. Deeply uncomfortable. Person in front couldn't recline seat - my legs were crushed right into the back.,Economy Class,BOEING 777,3x3x3,,,,,,,,,,no,1.0,1.0,5.0,3.0,5.0,164
2013-09-06,6,British Airways customer review,United States,Older 747 but equipment worked. Try not to seat behind the bulkhead seats ie Seat 31 because the leg room is reduced as the seats in front have AVOD equipment under theirs.,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,yes,2.0,3.0,3.0,2.0,2.0,165
2013-09-06,1,British Airways customer review,United Kingdom,25B - last row of aircraft and a middle seat. Very little legroom in all seats in this row meant a very uncomfortable flight. Airbus have poorly designed these seats. The edge of the seat in front is moulded in such a way that the seat back in front digs into your knees. Terrible. Avoid at all costs.,Economy Class,AIRBUS A319,3x3,,,,,,,,,,no,1.0,2.0,2.0,1.0,,166
2013-09-06,2,British Airways customer review,,We had bulk head seats so plenty of legroom. However the seats were hard and with very little rake. The blankets were inadequate and we froze all night. We think not worth the £250 each extra one way. better off buying a well placed economy seat.,Premium Economy,BOEING 777,2x4x2,,,,,,,,,,no,4.0,2.0,3.0,4.0,3.0,167
2013-09-06,10,British Airways customer review,United Kingdom,LHR-FRA-LHR. Sat in the rear economy cabin which is nice. The combination of A380 ride and cabin comfort with the BA economy seat product works well.,Economy Class,AIRBUS A380,3x4x3,,,,,,,,,,yes,5.0,5.0,5.0,5.0,5.0,168
2013-04-25,7,British Airways customer review,Italy,WT+ from JFK to LHR. I was in the middle seat. Generally I avoid it but in this case I forced by a delay on my scheduled flight so I changed at last minute to catch the flight before. Therefore I scored half point less than when I had an aisle seat in the same cabin. Food is not very good as it is the same from WT. Nice service and amenities.,Premium Economy,BOEING 747-400,2x4x2,,,,,,,,,,yes,4.0,3.0,3.0,3.0,3.0,169
2013-04-20,8,British Airways customer review,United Kingdom,I see it as a great deal the seat has a lot more comfort than in WT and you get the business class food which is alright. The only few things I could complain about was the fact that I had to use vile urine smelling lavatories that looked like they had been vandalised. And also the useless uninspiring staff that all looked like they had swallowed a wasp. Four hours into the flight they had got bored and were all playing scrabble on their iPhones at the back of the plane and you had to go and ask them for a drink and even then they gave you the evils and threw it at you. Can't beat a good douse of British hospitality!,Premium Economy,BOEING 777-200ER,2x4x2,,,,,,,,,,yes,4.0,2.0,3.0,1.0,3.0,170
2013-01-19,6,British Airways customer review,China,The seat was okay in every way. It was reasonably comfortable (for a 12 hour flight) and the AVOD was reasonable. I am 6ft tall and found the legroom a little tight especially when sleeping but it was okay. The biggest problem was trying to get out from my window seat across two further seats but I am fit and the exercise was good for me.,Economy Class,BOEING 777-200,3x3x3,,,,,,,,,,no,3.0,4.0,4.0,2.0,4.0,171
2013-01-19,2,British Airways customer review,United Kingdom,Sat in Row 27B and the seats have no recline due to toilets behind. Seat pitch poor felt very cramped especially when person in front reclined seat. Seats not very wide either. Coming back on a A320 again sat in an emergency exit (overwing seat) and even though they were supposed to have a bit more legroom still felt cramped. Glad it was only a 2 hr flight.,Economy Class,AIRBUS A320,3x3,,,,,,,,,,no,1.0,1.0,2.0,2.0,2.0,172
2013-01-01,7,British Airways customer review,United Kingdom,LHR-JFK-LHR. Outbound flight my wife and I were stuck with two seats on the left of a four seater in the middle of Economy - not great and leg room was poor (especially when seat in front reclined). On return sector selected two seats together during online check-in at the rear of Economy where the aircraft narrows - meaning the configuration switches from 3x4x3 to 2x4x2. Much more legroom and plenty of storage space - plus decent accessibility. Generally the seats on the BA 747s are reasonably comfortable and have a clever adjustable headrest which provides good neck support. The seats are not the new slim-line versions used by other carriers and so have decent padding. Definitely adequate for a 7 hour flight - but am sure on long flights to HKG SIN SYD or NRT discomfort could become an issue. Both B747s we traveled on must have been over 15 years old but in good shape - clean cabin and toilets etc. No issues with food and service was good (although an observation - BA don't tend to station cabin crew in the Economy cabin during boarding to assist passengers with luggage / finding seats etc - unlike Middle-Eastern / Asian carriers). Only real issues were overcrowding at BA's Terminal 7 as JFK and the IFE screen very small. BA charge a extortionate amount to pre-book seats prior to online check in opening. Best advice is to just complete online check-in early to ensure best seat selection.,Economy Class,BOEING 747-400,2x4x2,,,,,,,,,,yes,4.0,4.0,4.0,4.0,3.0,173
2013-01-01,5,British Airways customer review,United Kingdom,Seats looked dated thin and not much leg room either. I was lucky to get a exit seat into the flight so was a bit more happy.,Economy Class,BOEING 747-400,3x4x3,,,,,,,,,,no,2.0,3.0,2.0,3.0,3.0,174
2011-09-19,1,British Airways customer review,Australia,The price paid for Traveller Plus is not worth it as the seat width is very poor for the larger person. Power is only for laptop; not c-pap machine as quoted. Solid sided seats with controls on inside of seat and meal tray coming out of arm rest is suitable for small people only. Premium economy is only say 3 points better than economy where Club Class is way ahead.,Premium Economy,Boeing 777-200,2x4x2,,,,,,,,,,yes,3.0,3.0,1.0,1.0,4.0,175
2011-09-05,4,British Airways customer review,South Africa,BA for some weird reason insist on using these old planes on the Cape Town to London route preferring to use new planes on the Johannesburg route. We chose the World Traveller Plus product because it is a more spacious seat with a little more recline. But having flown it a few times I have decided that it is not worth the extra money. I'd rather fly economy and save my money for a decent hotel room for a few nights. Why does BA insist on using the old seats and old AVOD system with small screens?,Premium Economy,Boeing 747-400,2x4x2,,,,,,,,,,no,3.0,1.0,3.0,3.0,3.0,176
2011-05-21,5,British Airways customer review,United Kingdom,Only 31 ins legroom which for a 9hr flight felt quite cramped.,Economy Class,Boeing 777-200,3x3x3,,,,,,,,,,no,2.0,3.0,2.0,4.0,3.0,177
2011-05-14,7,British Airways customer review,United Kingdom,Exit row seat on a short haul configured 767. These planes are now very old but are much better than the usual single aisle. The seat was a rather old fabric covered one but was decent. The leather seats in the front half of economy are better though. Excellent leg room due to the exit row.,Economy Class,B767-300,2x3x2,,,,,,,,,,yes,3.0,3.0,3.0,5.0,2.0,178
2011-05-11,3,British Airways customer review,United Kingdom,I would pay the extra for premium economy on long haul (but not on BA again) because the alternative is unthinkable. BA's Premium Economy offer on 747s is very poor. The seats were shabby and dilapidated. Access to the light and call buttons was difficult because the are on the inside of the armrest in a narrow seat. The recline was poor and the screen was small (but good choice of films). Everything else - check in food beverages (including some particularly poor white wine) was standard Economy class . TheB 777's apparently have a newer version of premium economy but BA needs to up it's game if it wants to win customers.,Premium Economy,Boeing747 - 400,2x4x2,,,,,,,,,,yes,4.0,2.0,2.0,3.0,3.0,179
2010-09-21,4,British Airways customer review,Australia,In premium Economy the seat pan was too small and the front of the seat cushion finished half way up my thigh. This cut off the circulation to my legs and made the extendable lower-leg rest totally useless. I am only 6 feet tall so not abnormal!,World Traveller Plus,B777,2x4x2,,,,,,,,,,no,3.0,1.0,4.0,4.0,5.0,180
2010-02-03,8,British Airways customer review,United Kingdom,WTP London - Orlando. WTP is a big improvement over standard economy but the bigger seat is all you get. The rest of the service is the same as World Traveller. You even have to use the WT toilets. The seat itself is excellent and in my opinion worth paying the extra but BA could add something to make the WTP experience a little special given the price. I would fly BA WTP again but I might try Virgin Premium Economy next time.,World Traveller Plus,B777,2x4x2,,,,,,,,,,yes,5.0,5.0,5.0,4.0,4.0,181
2009-10-14,7,British Airways customer review,United States,"BA has typical 31"" pitch in World Traveller so it's a bit cramped. I like aisle on long hauls for easy access. I've flown SFO-LHR many times on BA. Unless you can score a bulkhead all seats are basically the same.",Economy Class,B747-400,3x4x3,,,,,,,,,,yes,3.0,3.0,4.0,3.0,4.0,182
2009-09-20,4,British Airways customer review,United States,The seat itself was not bad except for being dirty however the IFE was broken for approximately 30-40 people in economy. Some of BA's 777 are very old and are showing it with broken equipment.,Economy Class,B777,2x4x2,,,,,,,,,,no,4.0,4.0,3.0,2.0,1.0,183
2009-08-12,8,British Airways customer review,United Kingdom,I am over six feet tall so booked a word traveller plus cabin seat. Overall very good and one of the few seats where I have been able to stretch out and even cross my legs.,World Traveller Plus,B747-400,2x4x2,,,,,,,,,,yes,4.0,4.0,3.0,4.0,4.0,184
2009-02-07,8,British Airways customer review,United States,"I used to find that British Airways WT seats had very little leg room but this seems to have improved. The seat was comfortable for a 6'00"" guy on a 10.5 hour flight from LHR to SFO. I slept a bit on a day flight and had a good view of the screen (which had a lot of movie and TV choices)",Economy Class,B747-400,3x4x3,,,,,,,,,,yes,4.0,3.0,3.0,4.0,4.0,185
